input_text,simplified_phrase
"Simplify this emergency instruction into concise, actionable phrases: Attention: move to higher ground immediately to avoid the floodwaters.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: You must secure all loose objects and stay away from glass panels without panicking.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: Move inland to higher ground immediately after the warning and assist others nearby.",Inland. Higher Ground.
"Simplify this emergency instruction into concise, actionable phrases: Please activate the fire alarm on your way out of the corridor before the situation worsens.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: You must turn off the main gas valve and evacuate the premises while waiting for responders.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you activate the fire alarm on your way out of the corridor to ensure your safety.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: Attention: call an ambulance and wait outside for them to arrive immediately.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Kindly call an ambulance and wait outside for them to arrive as instructed.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Kindly move away from the windows and find a secure room without panicking.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: Do not re-enter the building until authorized without delay.",No Reentry. Wait Authorization.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you lock the doors, turn off the lights, and remain silent as soon as possible.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately take the left exit door and go down the stairs slowly to ensure your safety.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Please turn off the main gas valve and evacuate the premises without panicking.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: Please check for breathing and begin cpr if necessary and stay calm.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to secure all loose objects and stay away from glass panels without panicking.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: Call emergency medical services immediately and begin CPR if the victim is unresponsive and assist others nearby.",Call Emergency. CPR.
"Simplify this emergency instruction into concise, actionable phrases: Kindly lock the doors, turn off the lights, and remain silent.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Quickly call an ambulance and wait outside for them to arrive carefully.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Please do not drink the tap water, use bottled water instead and help others if you can.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you use the fire extinguisher on the base of the flames and stay calm.",Extinguish Fire. Aim at Base.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you move away from the windows and find a secure room carefully.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: Please lock the doors, turn off the lights, and remain silent as soon as possible.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately find a safe place to hide and stay quiet until help arrives to ensure your safety.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please check for breathing and begin cpr if necessary before the situation worsens.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, do not use the elevators, use the emergency fire stairs immediately.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to move away from the windows and find a secure room as soon as possible.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: Do not re-enter the building until authorized and assist others nearby.",No Reentry. Wait Authorization.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you call an ambulance and wait outside for them to arrive and help others if you can.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you activate the fire alarm on your way out of the corridor as soon as possible.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: Quickly turn off the main gas valve and evacuate the premises as instructed.",Turn Off Gas. Evacuate.
